id_venta,producto,precio,cantidad,fecha_venta,categoria,total_venta,id_campanha,canal,costo,fecha_inicio,fecha_fin,en_campaña
1288,Cafetera,124.44,2.0,2024-06-18,Electrodomésticos,248.88,49,Email,5.2,2024-06-20,2024-07-22,False
1288,Cafetera,124.44,2.0,2024-06-18,Electrodomésticos,248.88,79,TV,7.26,2024-08-13,2024-10-11,False
1288,Cafetera,124.44,2.0,2024-06-18,Electrodomésticos,248.88,19,RRSS,5.7,2024-08-19,2024-09-15,False
2765,Auriculares,63.93,8.0,2024-06-18,Electrónica,511.44,47,Email,4.19,2024-06-02,2024-07-22,True
2765,Auriculares,63.93,8.0,2024-06-18,Electrónica,511.44,17,RRSS,6.06,2024-07-15,2024-08-15,False
2765,Auriculares,63.93,8.0,2024-06-18,Electrónica,511.44,77,TV,4.99,2024-11-11,2024-12-06,False
777,Elementos de cerámica,62.21,1.0,2024-06-19,Decoración,62.21,22,RRSS,5.44,2024-06-26,2024-07-15,False
777,Elementos de cerámica,62.21,1.0,2024-06-19,Decoración,62.21,82,TV,5.69,2024-09-08,2024-10-12,False
777,Elementos de cerámica,62.21,1.0,2024-06-19,Decoración,62.21,52,Email,5.74,2024-09-09,2024-09-30,False
1069,Batidora,87.99,1.0,2024-06-19,Electrodomésticos,87.99,57,Email,4.48,2024-04-10,2024-06-08,False
1069,Batidora,87.99,1.0,2024-06-19,Electrodomésticos,87.99,87,TV,6.28,2024-08-27,2024-10-11,False
1069,Batidora,87.99,1.0,2024-06-19,Electrodomésticos,87.99,27,RRSS,4.52,2024-11-01,2024-12-08,False
1244,Aspiradora,103.91,4.0,2024-06-19,Electrodomésticos,415.64,40,Email,6.24,2024-06-24,2024-08-12,False
1244,Aspiradora,103.91,4.0,2024-06-19,Electrodomésticos,415.64,10,RRSS,7.16,2024-08-19,2024-09-19,False
1244,Aspiradora,103.91,4.0,2024-06-19,Electrodomésticos,415.64,70,TV,3.06,2024-12-13,2024-12-29,False
1428,Cafetera,63.53,11.0,2024-06-19,Electrodomésticos,698.83,49,Email,5.2,2024-06-20,2024-07-22,False
1428,Cafetera,63.53,11.0,2024-06-19,Electrodomésticos,698.83,79,TV,7.26,2024-08-13,2024-10-11,False
1428,Cafetera,63.53,11.0,2024-06-19,Electrodomésticos,698.83,19,RRSS,5.7,2024-08-19,2024-09-15,False
1722,Microondas,31.78,3.0,2024-06-19,Electrodomésticos,95.34,56,Email,4.94,2024-08-06,2024-08-25,False
1722,Microondas,31.78,3.0,2024-06-19,Electrodomésticos,95.34,26,RRSS,5.0,2024-09-25,2024-10-14,False
1722,Microondas,31.78,3.0,2024-06-19,Electrodomésticos,95.34,86,TV,4.25,2024-09-25,2024-11-15,False
2120,Consola de videojuegos,99.63,6.0,2024-06-19,Electrónica,597.78,50,Email,4.97,2024-05-03,2024-05-28,False
2120,Consola de videojuegos,99.63,6.0,2024-06-19,Electrónica,597.78,20,RRSS,3.16,2024-07-15,2024-08-03,False
2120,Consola de videojuegos,99.63,6.0,2024-06-19,Electrónica,597.78,80,TV,4.64,2024-11-01,2024-11-20,False
2455,Auriculares,91.06,3.0,2024-06-19,Electrónica,273.18,47,Email,4.19,2024-06-02,2024-07-22,True
2455,Auriculares,91.06,3.0,2024-06-19,Electrónica,273.18,17,RRSS,6.06,2024-07-15,2024-08-15,False
2455,Auriculares,91.06,3.0,2024-06-19,Electrónica,273.18,77,TV,4.99,2024-11-11,2024-12-06,False
388,Rincón de plantas,80.35,12.0,2024-06-20,Decoración,964.1999999999999,38,Email,5.76,2024-06-14,2024-07-15,True
388,Rincón de plantas,80.35,12.0,2024-06-20,Decoración,964.1999999999999,8,RRSS,4.88,2024-08-03,2024-08-18,False
388,Rincón de plantas,80.35,12.0,2024-06-20,Decoración,964.1999999999999,68,TV,5.81,2024-12-17,2025-02-14,False
1018,Cafetera,121.43,1.0,2024-06-20,Electrodomésticos,121.43,49,Email,5.2,2024-06-20,2024-07-22,True
1018,Cafetera,121.43,1.0,2024-06-20,Electrodomésticos,121.43,79,TV,7.26,2024-08-13,2024-10-11,False
1018,Cafetera,121.43,1.0,2024-06-20,Electrodomésticos,121.43,19,RRSS,5.7,2024-08-19,2024-09-15,False
1628,Cafetera,30.58,2.0,2024-06-20,Electrodomésticos,61.16,49,Email,5.2,2024-06-20,2024-07-22,True
1628,Cafetera,30.58,2.0,2024-06-20,Electrodomésticos,61.16,79,TV,7.26,2024-08-13,2024-10-11,False
1628,Cafetera,30.58,2.0,2024-06-20,Electrodomésticos,61.16,19,RRSS,5.7,2024-08-19,2024-09-15,False
2127,Cámara digital,70.38,12.0,2024-06-20,Electrónica,844.56,18,RRSS,5.46,2024-07-16,2024-09-13,False
2127,Cámara digital,70.38,12.0,2024-06-20,Electrónica,844.56,78,TV,4.1,2024-08-02,2024-09-20,False
2127,Cámara digital,70.38,12.0,2024-06-20,Electrónica,844.56,48,Email,6.84,2024-10-31,2024-12-09,False
2516,Laptop,91.36,7.0,2024-06-20,Electrónica,639.52,60,Email,4.89,2024-09-28,2024-10-27,False
2516,Laptop,91.36,7.0,2024-06-20,Electrónica,639.52,30,RRSS,4.68,2024-10-23,2024-11-24,False
2516,Laptop,91.36,7.0,2024-06-20,Electrónica,639.52,90,TV,5.62,2024-11-16,2025-01-13,False
410,Adorno de pared,109.64,3.0,2024-06-21,Decoración,328.92,74,TV,4.81,2024-03-20,2024-05-03,False
410,Adorno de pared,109.64,3.0,2024-06-21,Decoración,328.92,44,Email,5.08,2024-04-13,2024-05-10,False
410,Adorno de pared,109.64,3.0,2024-06-21,Decoración,328.92,14,RRSS,4.16,2024-10-22,2024-12-21,False
1350,Plancha de vapor,105.68,5.0,2024-06-21,Electrodomésticos,528.4000000000001,36,Email,5.41,2024-04-02,2024-06-01,False
1350,Plancha de vapor,105.68,5.0,2024-06-21,Electrodomésticos,528.4000000000001,6,RRSS,4.02,2024-09-24,2024-11-02,False
1350,Plancha de vapor,105.68,5.0,2024-06-21,Electrodomésticos,528.4000000000001,66,TV,4.69,2024-10-04,2024-10-23,False
1547,Horno eléctrico,95.83,2.0,2024-06-21,Electrodomésticos,191.66,35,Email,5.65,2024-07-31,2024-09-29,False
1547,Horno eléctrico,95.83,2.0,2024-06-21,Electrodomésticos,191.66,5,RRSS,5.16,2024-08-22,2024-10-17,False
1547,Horno eléctrico,95.83,2.0,2024-06-21,Electrodomésticos,191.66,65,TV,3.08,2024-10-23,2024-12-11,False
1843,Microondas,72.0,11.0,2024-06-21,Electrodomésticos,792.0,56,Email,4.94,2024-08-06,2024-08-25,False
1843,Microondas,72.0,11.0,2024-06-21,Electrodomésticos,792.0,26,RRSS,5.0,2024-09-25,2024-10-14,False
1843,Microondas,72.0,11.0,2024-06-21,Electrodomésticos,792.0,86,TV,4.25,2024-09-25,2024-11-15,False
2290,Consola de videojuegos,115.96,7.0,2024-06-21,Electrónica,811.7199999999999,50,Email,4.97,2024-05-03,2024-05-28,False
2290,Consola de videojuegos,115.96,7.0,2024-06-21,Electrónica,811.7199999999999,20,RRSS,3.16,2024-07-15,2024-08-03,False
2290,Consola de videojuegos,115.96,7.0,2024-06-21,Electrónica,811.7199999999999,80,TV,4.64,2024-11-01,2024-11-20,False
267,Elementos de cerámica,58.78,11.0,2024-06-22,Decoración,646.58,22,RRSS,5.44,2024-06-26,2024-07-15,False
267,Elementos de cerámica,58.78,11.0,2024-06-22,Decoración,646.58,82,TV,5.69,2024-09-08,2024-10-12,False
267,Elementos de cerámica,58.78,11.0,2024-06-22,Decoración,646.58,52,Email,5.74,2024-09-09,2024-09-30,False
330,Adorno de pared,60.02,6.0,2024-06-22,Decoración,360.12,74,TV,4.81,2024-03-20,2024-05-03,False
330,Adorno de pared,60.02,6.0,2024-06-22,Decoración,360.12,44,Email,5.08,2024-04-13,2024-05-10,False
330,Adorno de pared,60.02,6.0,2024-06-22,Decoración,360.12,14,RRSS,4.16,2024-10-22,2024-12-21,False
966,Cortinas,51.43,10.0,2024-06-22,Decoración,514.3,43,Email,5.67,2024-05-02,2024-06-17,False
966,Cortinas,51.43,10.0,2024-06-22,Decoración,514.3,73,TV,6.47,2024-08-17,2024-09-26,False
966,Cortinas,51.43,10.0,2024-06-22,Decoración,514.3,13,RRSS,5.22,2024-09-16,2024-10-15,False
1196,Secadora,32.4,3.0,2024-06-22,Electrodomésticos,97.19999999999999,3,RRSS,5.1,2024-07-24,2024-08-30,False
1196,Secadora,32.4,3.0,2024-06-22,Electrodomésticos,97.19999999999999,63,TV,5.69,2024-11-03,2024-11-28,False
1196,Secadora,32.4,3.0,2024-06-22,Electrodomésticos,97.19999999999999,33,Email,3.8,2024-12-20,2025-01-07,False
2324,Tablet,45.82,9.0,2024-06-22,Electrónica,412.38,12,RRSS,3.4,2024-03-26,2024-05-13,False
2324,Tablet,45.82,9.0,2024-06-22,Electrónica,412.38,72,TV,4.9,2024-07-08,2024-09-03,False
2324,Tablet,45.82,9.0,2024-06-22,Electrónica,412.38,42,Email,4.42,2024-07-14,2024-09-03,False
416,Cortinas,83.58,3.0,2024-06-23,Decoración,250.74,43,Email,5.67,2024-05-02,2024-06-17,False
416,Cortinas,83.58,3.0,2024-06-23,Decoración,250.74,73,TV,6.47,2024-08-17,2024-09-26,False
416,Cortinas,83.58,3.0,2024-06-23,Decoración,250.74,13,RRSS,5.22,2024-09-16,2024-10-15,False
756,Cortinas,107.29,4.0,2024-06-23,Decoración,429.16,43,Email,5.67,2024-05-02,2024-06-17,False
756,Cortinas,107.29,4.0,2024-06-23,Decoración,429.16,73,TV,6.47,2024-08-17,2024-09-26,False
756,Cortinas,107.29,4.0,2024-06-23,Decoración,429.16,13,RRSS,5.22,2024-09-16,2024-10-15,False
834,Jarrón decorativo,78.01,4.0,2024-06-23,Decoración,312.04,15,RRSS,4.65,2024-05-09,2024-06-13,False
834,Jarrón decorativo,78.01,4.0,2024-06-23,Decoración,312.04,45,Email,4.52,2024-06-05,2024-07-31,True
834,Jarrón decorativo,78.01,4.0,2024-06-23,Decoración,312.04,75,TV,4.1,2024-11-03,2024-12-25,False
1084,Aspiradora,119.83,7.0,2024-06-23,Electrodomésticos,838.81,40,Email,6.24,2024-06-24,2024-08-12,False
1084,Aspiradora,119.83,7.0,2024-06-23,Electrodomésticos,838.81,10,RRSS,7.16,2024-08-19,2024-09-19,False
1084,Aspiradora,119.83,7.0,2024-06-23,Electrodomésticos,838.81,70,TV,3.06,2024-12-13,2024-12-29,False
1442,Microondas,81.76,5.0,2024-06-23,Electrodomésticos,408.8,56,Email,4.94,2024-08-06,2024-08-25,False
1442,Microondas,81.76,5.0,2024-06-23,Electrodomésticos,408.8,26,RRSS,5.0,2024-09-25,2024-10-14,False
1442,Microondas,81.76,5.0,2024-06-23,Electrodomésticos,408.8,86,TV,4.25,2024-09-25,2024-11-15,False
2192,Televisor,104.46,12.0,2024-06-23,Electrónica,1253.52,29,RRSS,3.96,2024-05-17,2024-06-28,True
2192,Televisor,104.46,12.0,2024-06-23,Electrónica,1253.52,59,Email,4.19,2024-11-20,2025-01-19,False
2192,Televisor,104.46,12.0,2024-06-23,Electrónica,1253.52,89,TV,4.98,2024-12-13,2025-02-08,False
2461,Parlantes Bluetooth,73.92,11.0,2024-06-23,Electrónica,813.12,84,TV,4.42,2024-04-17,2024-05-05,False
2461,Parlantes Bluetooth,73.92,11.0,2024-06-23,Electrónica,813.12,54,Email,2.95,2024-08-09,2024-09-22,False
2461,Parlantes Bluetooth,73.92,11.0,2024-06-23,Electrónica,813.12,24,RRSS,6.0,2024-09-22,2024-10-26,False
383,Espejo decorativo,119.48,7.0,2024-06-24,Decoración,836.36,83,TV,5.24,2024-05-31,2024-07-08,True
383,Espejo decorativo,119.48,7.0,2024-06-24,Decoración,836.36,53,Email,4.9,2024-07-17,2024-08-01,False
383,Espejo decorativo,119.48,7.0,2024-06-24,Decoración,836.36,23,RRSS,4.75,2024-08-28,2024-10-17,False
578,Rincón de plantas,36.07,9.0,2024-06-24,Decoración,324.63,38,Email,5.76,2024-06-14,2024-07-15,True
578,Rincón de plantas,36.07,9.0,2024-06-24,Decoración,324.63,8,RRSS,4.88,2024-08-03,2024-08-18,False
578,Rincón de plantas,36.07,9.0,2024-06-24,Decoración,324.63,68,TV,5.81,2024-12-17,2025-02-14,False
603,Espejo decorativo,104.42,11.0,2024-06-24,Decoración,1148.6200000000001,83,TV,5.24,2024-05-31,2024-07-08,True
603,Espejo decorativo,104.42,11.0,2024-06-24,Decoración,1148.6200000000001,53,Email,4.9,2024-07-17,2024-08-01,False
603,Espejo decorativo,104.42,11.0,2024-06-24,Decoración,1148.6200000000001,23,RRSS,4.75,2024-08-28,2024-10-17,False
1172,Microondas,73.91,12.0,2024-06-24,Electrodomésticos,886.92,56,Email,4.94,2024-08-06,2024-08-25,False
1172,Microondas,73.91,12.0,2024-06-24,Electrodomésticos,886.92,26,RRSS,5.0,2024-09-25,2024-10-14,False
1172,Microondas,73.91,12.0,2024-06-24,Electrodomésticos,886.92,86,TV,4.25,2024-09-25,2024-11-15,False
1291,Freidora eléctrica,56.86,1.0,2024-06-24,Electrodomésticos,56.86,71,TV,4.37,2024-06-05,2024-07-24,True
1291,Freidora eléctrica,56.86,1.0,2024-06-24,Electrodomésticos,56.86,41,Email,3.92,2024-11-23,2025-01-01,False
1291,Freidora eléctrica,56.86,1.0,2024-06-24,Electrodomésticos,56.86,11,RRSS,5.27,2024-12-29,2025-01-21,False
1833,Microondas,42.14,2.0,2024-06-24,Electrodomésticos,84.28,56,Email,4.94,2024-08-06,2024-08-25,False
1833,Microondas,42.14,2.0,2024-06-24,Electrodomésticos,84.28,26,RRSS,5.0,2024-09-25,2024-10-14,False
1833,Microondas,42.14,2.0,2024-06-24,Electrodomésticos,84.28,86,TV,4.25,2024-09-25,2024-11-15,False
1858,Cafetera,30.27,4.0,2024-06-24,Electrodomésticos,121.08,49,Email,5.2,2024-06-20,2024-07-22,True
1858,Cafetera,30.27,4.0,2024-06-24,Electrodomésticos,121.08,79,TV,7.26,2024-08-13,2024-10-11,False
1858,Cafetera,30.27,4.0,2024-06-24,Electrodomésticos,121.08,19,RRSS,5.7,2024-08-19,2024-09-15,False
2091,Parlantes Bluetooth,83.6,10.0,2024-06-24,Electrónica,836.0,84,TV,4.42,2024-04-17,2024-05-05,False
2091,Parlantes Bluetooth,83.6,10.0,2024-06-24,Electrónica,836.0,54,Email,2.95,2024-08-09,2024-09-22,False
2091,Parlantes Bluetooth,83.6,10.0,2024-06-24,Electrónica,836.0,24,RRSS,6.0,2024-09-22,2024-10-26,False
2158,SmartWatch,89.15,1.0,2024-06-24,Electrónica,89.15,85,TV,5.07,2024-04-01,2024-05-05,False
2158,SmartWatch,89.15,1.0,2024-06-24,Electrónica,89.15,55,Email,4.59,2024-10-13,2024-12-06,False
2158,SmartWatch,89.15,1.0,2024-06-24,Electrónica,89.15,25,RRSS,4.84,2024-11-23,2024-12-29,False
287,Elementos de cerámica,47.43,2.0,2024-06-25,Decoración,94.86,22,RRSS,5.44,2024-06-26,2024-07-15,False
287,Elementos de cerámica,47.43,2.0,2024-06-25,Decoración,94.86,82,TV,5.69,2024-09-08,2024-10-12,False
287,Elementos de cerámica,47.43,2.0,2024-06-25,Decoración,94.86,52,Email,5.74,2024-09-09,2024-09-30,False
1192,Microondas,66.39,12.0,2024-06-25,Electrodomésticos,796.6800000000001,56,Email,4.94,2024-08-06,2024-08-25,False
1192,Microondas,66.39,12.0,2024-06-25,Electrodomésticos,796.6800000000001,26,RRSS,5.0,2024-09-25,2024-10-14,False
1192,Microondas,66.39,12.0,2024-06-25,Electrodomésticos,796.6800000000001,86,TV,4.25,2024-09-25,2024-11-15,False
1541,Freidora eléctrica,37.62,5.0,2024-06-25,Electrodomésticos,188.1,71,TV,4.37,2024-06-05,2024-07-24,True
1541,Freidora eléctrica,37.62,5.0,2024-06-25,Electrodomésticos,188.1,41,Email,3.92,2024-11-23,2025-01-01,False
1541,Freidora eléctrica,37.62,5.0,2024-06-25,Electrodomésticos,188.1,11,RRSS,5.27,2024-12-29,2025-01-21,False
1825,Lavadora,93.71,1.0,2024-06-25,Electrodomésticos,93.71,46,Email,3.63,2024-05-12,2024-05-29,False
1825,Lavadora,93.71,1.0,2024-06-25,Electrodomésticos,93.71,76,TV,4.66,2024-05-26,2024-07-02,True
1825,Lavadora,93.71,1.0,2024-06-25,Electrodomésticos,93.71,16,RRSS,3.56,2024-08-14,2024-09-20,False
2057,Cámara digital,109.29,10.0,2024-06-25,Electrónica,1092.9,18,RRSS,5.46,2024-07-16,2024-09-13,False
2057,Cámara digital,109.29,10.0,2024-06-25,Electrónica,1092.9,78,TV,4.1,2024-08-02,2024-09-20,False
2057,Cámara digital,109.29,10.0,2024-06-25,Electrónica,1092.9,48,Email,6.84,2024-10-31,2024-12-09,False
2254,Tablet,110.94,6.0,2024-06-25,Electrónica,665.64,12,RRSS,3.4,2024-03-26,2024-05-13,False
2254,Tablet,110.94,6.0,2024-06-25,Electrónica,665.64,72,TV,4.9,2024-07-08,2024-09-03,False
2254,Tablet,110.94,6.0,2024-06-25,Electrónica,665.64,42,Email,4.42,2024-07-14,2024-09-03,False
2328,SmartWatch,27.13,3.0,2024-06-25,Electrónica,81.39,85,TV,5.07,2024-04-01,2024-05-05,False
2328,SmartWatch,27.13,3.0,2024-06-25,Electrónica,81.39,55,Email,4.59,2024-10-13,2024-12-06,False
2328,SmartWatch,27.13,3.0,2024-06-25,Electrónica,81.39,25,RRSS,4.84,2024-11-23,2024-12-29,False
2512,Televisor,52.92,9.0,2024-06-25,Electrónica,476.28000000000003,29,RRSS,3.96,2024-05-17,2024-06-28,True
2512,Televisor,52.92,9.0,2024-06-25,Electrónica,476.28000000000003,59,Email,4.19,2024-11-20,2025-01-19,False
2512,Televisor,52.92,9.0,2024-06-25,Electrónica,476.28000000000003,89,TV,4.98,2024-12-13,2025-02-08,False
179,Lámpara de mesa,120.58,1.0,2024-06-26,Decoración,120.58,32,Email,5.54,2024-03-28,2024-04-20,False
179,Lámpara de mesa,120.58,1.0,2024-06-26,Decoración,120.58,2,RRSS,5.88,2024-05-30,2024-06-29,True
179,Lámpara de mesa,120.58,1.0,2024-06-26,Decoración,120.58,62,TV,4.51,2024-08-26,2024-10-07,False
489,Lámpara de mesa,111.2,10.0,2024-06-26,Decoración,1112.0,32,Email,5.54,2024-03-28,2024-04-20,False
489,Lámpara de mesa,111.2,10.0,2024-06-26,Decoración,1112.0,2,RRSS,5.88,2024-05-30,2024-06-29,True
489,Lámpara de mesa,111.2,10.0,2024-06-26,Decoración,1112.0,62,TV,4.51,2024-08-26,2024-10-07,False
677,Elementos de cerámica,93.29,9.0,2024-06-26,Decoración,839.61,22,RRSS,5.44,2024-06-26,2024-07-15,True
677,Elementos de cerámica,93.29,9.0,2024-06-26,Decoración,839.61,82,TV,5.69,2024-09-08,2024-10-12,False
677,Elementos de cerámica,93.29,9.0,2024-06-26,Decoración,839.61,52,Email,5.74,2024-09-09,2024-09-30,False
815,Alfombra,124.88,7.0,2024-06-26,Decoración,874.16,58,Email,4.25,2024-03-31,2024-05-05,False
815,Alfombra,124.88,7.0,2024-06-26,Decoración,874.16,88,TV,7.39,2024-07-25,2024-08-31,False
815,Alfombra,124.88,7.0,2024-06-26,Decoración,874.16,28,RRSS,5.82,2024-11-27,2025-01-08,False
1335,Lavadora,36.86,6.0,2024-06-26,Electrodomésticos,221.16,46,Email,3.63,2024-05-12,2024-05-29,False
1335,Lavadora,36.86,6.0,2024-06-26,Electrodomésticos,221.16,76,TV,4.66,2024-05-26,2024-07-02,True
1335,Lavadora,36.86,6.0,2024-06-26,Electrodomésticos,221.16,16,RRSS,3.56,2024-08-14,2024-09-20,False
1712,Microondas,55.83,2.0,2024-06-26,Electrodomésticos,111.66,56,Email,4.94,2024-08-06,2024-08-25,False
1712,Microondas,55.83,2.0,2024-06-26,Electrodomésticos,111.66,26,RRSS,5.0,2024-09-25,2024-10-14,False
1712,Microondas,55.83,2.0,2024-06-26,Electrodomésticos,111.66,86,TV,4.25,2024-09-25,2024-11-15,False
1931,Freidora eléctrica,82.9,5.0,2024-06-26,Electrodomésticos,414.5,71,TV,4.37,2024-06-05,2024-07-24,True
1931,Freidora eléctrica,82.9,5.0,2024-06-26,Electrodomésticos,414.5,41,Email,3.92,2024-11-23,2025-01-01,False
1931,Freidora eléctrica,82.9,5.0,2024-06-26,Electrodomésticos,414.5,11,RRSS,5.27,2024-12-29,2025-01-21,False
2499,Proyector,66.51,1.0,2024-06-26,Electrónica,66.51,67,TV,3.68,2024-05-22,2024-07-12,True
2499,Proyector,66.51,1.0,2024-06-26,Electrónica,66.51,37,Email,3.22,2024-07-06,2024-07-26,False
2499,Proyector,66.51,1.0,2024-06-26,Electrónica,66.51,7,RRSS,5.57,2024-07-30,2024-08-16,False
2700,Consola de videojuegos,39.68,12.0,2024-06-26,Electrónica,476.15999999999997,50,Email,4.97,2024-05-03,2024-05-28,False
2700,Consola de videojuegos,39.68,12.0,2024-06-26,Electrónica,476.15999999999997,20,RRSS,3.16,2024-07-15,2024-08-03,False
2700,Consola de videojuegos,39.68,12.0,2024-06-26,Electrónica,476.15999999999997,80,TV,4.64,2024-11-01,2024-11-20,False
146,Cortinas,68.55,9.0,2024-06-27,Decoración,616.9499999999999,43,Email,5.67,2024-05-02,2024-06-17,False
146,Cortinas,68.55,9.0,2024-06-27,Decoración,616.9499999999999,73,TV,6.47,2024-08-17,2024-09-26,False
146,Cortinas,68.55,9.0,2024-06-27,Decoración,616.9499999999999,13,RRSS,5.22,2024-09-16,2024-10-15,False
283,Espejo decorativo,89.21,2.0,2024-06-27,Decoración,178.42,83,TV,5.24,2024-05-31,2024-07-08,True
283,Espejo decorativo,89.21,2.0,2024-06-27,Decoración,178.42,53,Email,4.9,2024-07-17,2024-08-01,False
283,Espejo decorativo,89.21,2.0,2024-06-27,Decoración,178.42,23,RRSS,4.75,2024-08-28,2024-10-17,False
711,Lámpara de mesa,66.24,1.0,2024-06-27,Decoración,66.24,32,Email,5.54,2024-03-28,2024-04-20,False
711,Lámpara de mesa,66.24,1.0,2024-06-27,Decoración,66.24,2,RRSS,5.88,2024-05-30,2024-06-29,True
711,Lámpara de mesa,66.24,1.0,2024-06-27,Decoración,66.24,62,TV,4.51,2024-08-26,2024-10-07,False
831,Lámpara de mesa,70.23,12.0,2024-06-27,Decoración,842.76,32,Email,5.54,2024-03-28,2024-04-20,False
831,Lámpara de mesa,70.23,12.0,2024-06-27,Decoración,842.76,2,RRSS,5.88,2024-05-30,2024-06-29,True
831,Lámpara de mesa,70.23,12.0,2024-06-27,Decoración,842.76,62,TV,4.51,2024-08-26,2024-10-07,False
1083,Microondas,26.82,3.0,2024-06-27,Electrodomésticos,80.46000000000001,56,Email,4.94,2024-08-06,2024-08-25,False
1083,Microondas,26.82,3.0,2024-06-27,Electrodomésticos,80.46000000000001,26,RRSS,5.0,2024-09-25,2024-10-14,False
1083,Microondas,26.82,3.0,2024-06-27,Electrodomésticos,80.46000000000001,86,TV,4.25,2024-09-25,2024-11-15,False
1549,Batidora,106.44,6.0,2024-06-27,Electrodomésticos,638.64,57,Email,4.48,2024-04-10,2024-06-08,False
1549,Batidora,106.44,6.0,2024-06-27,Electrodomésticos,638.64,87,TV,6.28,2024-08-27,2024-10-11,False
1549,Batidora,106.44,6.0,2024-06-27,Electrodomésticos,638.64,27,RRSS,4.52,2024-11-01,2024-12-08,False
2884,Tablet,94.72,4.0,2024-06-27,Electrónica,378.88,12,RRSS,3.4,2024-03-26,2024-05-13,False
2884,Tablet,94.72,4.0,2024-06-27,Electrónica,378.88,72,TV,4.9,2024-07-08,2024-09-03,False
2884,Tablet,94.72,4.0,2024-06-27,Electrónica,378.88,42,Email,4.42,2024-07-14,2024-09-03,False
71,Lámpara de mesa,97.07,2.0,2024-06-28,Decoración,194.14,32,Email,5.54,2024-03-28,2024-04-20,False
71,Lámpara de mesa,97.07,2.0,2024-06-28,Decoración,194.14,2,RRSS,5.88,2024-05-30,2024-06-29,True
71,Lámpara de mesa,97.07,2.0,2024-06-28,Decoración,194.14,62,TV,4.51,2024-08-26,2024-10-07,False
916,Cortinas,50.83,1.0,2024-06-28,Decoración,50.83,43,Email,5.67,2024-05-02,2024-06-17,False
916,Cortinas,50.83,1.0,2024-06-28,Decoración,50.83,73,TV,6.47,2024-08-17,2024-09-26,False
916,Cortinas,50.83,1.0,2024-06-28,Decoración,50.83,13,RRSS,5.22,2024-09-16,2024-10-15,False
1448,Cafetera,44.0,4.0,2024-06-28,Electrodomésticos,176.0,49,Email,5.2,2024-06-20,2024-07-22,True
1448,Cafetera,44.0,4.0,2024-06-28,Electrodomésticos,176.0,79,TV,7.26,2024-08-13,2024-10-11,False
1448,Cafetera,44.0,4.0,2024-06-28,Electrodomésticos,176.0,19,RRSS,5.7,2024-08-19,2024-09-15,False
1668,Cafetera,111.39,12.0,2024-06-28,Electrodomésticos,1336.68,49,Email,5.2,2024-06-20,2024-07-22,True
1668,Cafetera,111.39,12.0,2024-06-28,Electrodomésticos,1336.68,79,TV,7.26,2024-08-13,2024-10-11,False
1668,Cafetera,111.39,12.0,2024-06-28,Electrodomésticos,1336.68,19,RRSS,5.7,2024-08-19,2024-09-15,False
2730,Consola de videojuegos,87.79,2.0,2024-06-28,Electrónica,175.58,50,Email,4.97,2024-05-03,2024-05-28,False
2730,Consola de videojuegos,87.79,2.0,2024-06-28,Electrónica,175.58,20,RRSS,3.16,2024-07-15,2024-08-03,False
2730,Consola de videojuegos,87.79,2.0,2024-06-28,Electrónica,175.58,80,TV,4.64,2024-11-01,2024-11-20,False
2743,Smartphone,91.42,9.0,2024-06-28,Electrónica,822.78,21,RRSS,6.37,2024-03-29,2024-05-16,False
2743,Smartphone,91.42,9.0,2024-06-28,Electrónica,822.78,51,Email,4.65,2024-05-28,2024-06-15,False
2743,Smartphone,91.42,9.0,2024-06-28,Electrónica,822.78,81,TV,4.78,2024-09-28,2024-10-24,False
2836,Laptop,64.0,10.0,2024-06-28,Electrónica,640.0,60,Email,4.89,2024-09-28,2024-10-27,False
2836,Laptop,64.0,10.0,2024-06-28,Electrónica,640.0,30,RRSS,4.68,2024-10-23,2024-11-24,False
2836,Laptop,64.0,10.0,2024-06-28,Electrónica,640.0,90,TV,5.62,2024-11-16,2025-01-13,False
2919,Proyector,46.95,6.0,2024-06-28,Electrónica,281.70000000000005,67,TV,3.68,2024-05-22,2024-07-12,True
2919,Proyector,46.95,6.0,2024-06-28,Electrónica,281.70000000000005,37,Email,3.22,2024-07-06,2024-07-26,False
2919,Proyector,46.95,6.0,2024-06-28,Electrónica,281.70000000000005,7,RRSS,5.57,2024-07-30,2024-08-16,False
10,Adorno de pared,44.65,10.0,2024-06-29,Decoración,446.5,74,TV,4.81,2024-03-20,2024-05-03,False
10,Adorno de pared,44.65,10.0,2024-06-29,Decoración,446.5,44,Email,5.08,2024-04-13,2024-05-10,False
10,Adorno de pared,44.65,10.0,2024-06-29,Decoración,446.5,14,RRSS,4.16,2024-10-22,2024-12-21,False
125,Alfombra,92.8,2.0,2024-06-29,Decoración,185.6,58,Email,4.25,2024-03-31,2024-05-05,False
125,Alfombra,92.8,2.0,2024-06-29,Decoración,185.6,88,TV,7.39,2024-07-25,2024-08-31,False
125,Alfombra,92.8,2.0,2024-06-29,Decoración,185.6,28,RRSS,5.82,2024-11-27,2025-01-08,False
502,Cuadro decorativo,120.85,10.0,2024-06-29,Decoración,1208.5,1,RRSS,5.27,2024-04-27,2024-06-04,False
502,Cuadro decorativo,120.85,10.0,2024-06-29,Decoración,1208.5,31,Email,5.28,2024-08-15,2024-09-12,False
